"","ID","VARLABEL"
"376","IC008Q03TA","Use digital devices outside of school: Using email."
"377","IC008Q04TA","Use digital devices outside of school: <Chatting online> (e.g. <MSN>)."
"378","IC008Q05TA","Use digital devices outside of school: Participating in Social Networks (e.g. <Facebook>, <MySpace>)."
"379","IC008Q07NA","Use digital devices outside of school: Playing online games via Social Networks (e.g. <Farmville>, <The Sims Social>)."
"380","IC008Q08TA","Use digital devices outside of school: Browsing the Internet for fun (such as watching videos, e.g. <YouTube>)."
"381","IC008Q09TA","Use digital devices outside of school: Reading news on the Internet (e.g. current affairs)."
"382","IC008Q10TA","Use digital devices outside of school: Obtaining practical information from the Internet [...]"
"383","IC008Q11TA","Use digital devices outside of school: Downloading music, films, games or software from the Internet."
"384","IC008Q12TA","Use digital devices outside of school: Uploading your own created contents for sharing [...]"
"385","IC008Q13NA","Use digital devices outside of school: Downloading new apps on a mobile device."
"386","IC010Q01TA","Use digital devices outside of school: Browsing the Internet for schoolwork [...]"
"387","IC010Q02NA","Use digital devices outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations."
"388","IC010Q03TA","Use digital devices outside of school: Using email for communication with other students about schoolwork."
"389","IC010Q04TA","Use digital devices outside of school: Using email for communication with teachers and submission of homework or [...]"
"390","IC010Q05NA","Use digital devices outside of school: Using Social Networks for communication with other students about schoolwork."
"391","IC010Q06NA","Use digital devices outside of school: Using Social Networks for communication with teachers [...]"
"392","IC010Q07TA","Use digital devices outside of school: Downloading, uploading or browsing material from my school's website [...]"
"393","IC010Q08TA","Use digital devices outside of school: Checking the school's website for announcements, e.g. absence of teachers."
"394","IC010Q09NA","Use digital devices outside of school: Doing homework on a computer."
"395","IC010Q10NA","Use digital devices outside of school: Doing homework on a mobile device."
"396","IC010Q11HA","Use digital devices outside of school: Using learning apps or learning websites on a computer."
"397","IC010Q12HA","Use digital devices outside of school: Using learning apps or learning websites on a mobile device."
"398","IC011Q01TA","Use digital devices at school: <Chatting on line> at school."
"399","IC011Q02TA","Use digital devices at school: Using email at school."
"400","IC011Q03TA","Use digital devices at school: Browsing the Internet for schoolwork."
"401","IC011Q04TA","Use digital devices at school: Downloading, uploading or browsing material from the school's website (e.g. <intranet>)."
"402","IC011Q05TA","Use digital devices at school: Posting my work on the school's website."
"403","IC011Q06TA","Use digital devices at school: Playing simulations at school."
"404","IC011Q07TA","Use digital devices at school: Practicing and drilling, foreign language learning or math."
"405","IC011Q08TA","Use digital devices at school: Doing homework on a school computer."
"406","IC011Q09TA","Use digital devices at school: Using school computers for group work and communication with other students."
"407","IC011Q10HA","Use digital devices at school: Using learning apps or learning websites."
"408","IC013Q01NA","Agree: I forget about time when I'm using digital devices."
"409","IC013Q04NA","Agree: The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary)."
"410","IC013Q05NA","Agree: It is very useful to have Social Networks on the Internet."
"411","IC013Q11NA","Agree: I am really excited discovering new digital devices or applications."
"412","IC013Q12NA","Agree: I really feel bad if no Internet connection is possible."
"413","IC013Q13NA","Agree: I like using digital devices."
"414","IC014Q03NA","Agree: I feel comfortable using digital devices that I am less familiar with."
"415","IC014Q04NA","Agree: If my friends and relatives want to buy new digital devices or applications, I can give them advice."
"416","IC014Q06NA","Agree: I feel comfortable using my digital devices at home."
"417","IC014Q08NA","Agree: When I come across problems with digital devices, I think I can solve them."
"418","IC014Q09NA","Agree: If my friends and relatives have a problem with digital devices, I can help them."
"419","IC015Q02NA","Agree: If I need new software, I install it by myself."
"420","IC015Q03NA","Agree: I read information about digital devices to be independent."
"421","IC015Q05NA","Agree: I use digital devices as I want to use them."
"422","IC015Q07NA","Agree: If I have a problem with digital devices I start to solve it on my own."
"423","IC015Q09NA","Agree: If I need a new application, I choose it by myself."
"424","IC016Q01NA","Agree: To learn something new about digital devices, I like to talk about them with my friends."
"425","IC016Q02NA","Agree: I like to exchange solutions to problems with digital devices with others on the Internet."
"426","IC016Q04NA","Agree: I like to meet friends and play computer and video games with them."
"427","IC016Q05NA","Agree: I like to share information about digital devices with my friends."
"428","IC016Q07NA","Agree: I learn a lot about digital media by discussing with my friends and relatives."
"429","IC169Q01HA","Which of the following statements best describes how you read the news (e.g. politics, culture, sport, local news)?"
"430","EC031Q01TA","Did you change schools when you were attending <ISCED 1>?"
"431","EC032Q01TA","Did you change schools when you were attending <ISCED 2>?"
"432","EC033Q01NA","Have you ever changed your <study programme>?"
"433","EC150Q01WA","Find out about future study or types of work: I did an internship."
"434","EC150Q02WA","Find out about future study or types of work: I attended <job shadowing or work-site visits>."
"435","EC150Q03WA","Find out about future study or types of work: I visited a <job fair>."
"436","EC150Q04WA","Find out about future study or types of work: I spoke to a <career advisor> at my school."
"437","EC150Q05WA","Find out about future study or types of work: I spoke to a <career advisor> outside of my school."
"438","EC150Q06WA","Find out about future study or types of work: I completed a questionnaire to find out about my interests and abilities."
"439","EC150Q07WA","Find out about future study or types of work: I researched the Internet for information about careers."
"440","EC150Q08WA","Find out about future study or types of work: I went to an organised tour in an <ISCED 3-5> institution."
"441","EC150Q09WA","Find out about future study or types of work: I researched the Internet for information about <ISCED 3-5> programmes."
"442","EC150Q10WA","Find out about future study or types of work: <country specific item>"
"443","EC151Q01WA","Acquired skills: How to find information on jobs I am interested in. Yes, at school"
"444","EC151Q01WB","Acquired skills: How to find information on jobs I am interested in. Yes, out of school"
"445","EC151Q01WC","Acquired skills: How to find information on jobs I am interested in. No, never"
"446","EC151Q02WA","Acquired skills: How to search for a job. Yes, at school"
"447","EC151Q02WB","Acquired skills: How to search for a job. Yes, out of school"
"448","EC151Q02WC","Acquired skills: How to search for a job. No, never"
"449","EC151Q03WA","Acquired skills: How to write a <rsum> or a summary of my qualifications. Yes, at school"
"450","EC151Q03WB","Acquired skills: How to write a <rsum> or a summary of my qualifications. Yes, out of school"
"451","EC151Q03WC","Acquired skills: How to write a <rsum> or a summary of my qualifications. No, never"
"452","EC151Q04WA","Acquired skills: How to prepare for a job interview. Yes, at school"
"453","EC151Q04WB","Acquired skills: How to prepare for a job interview. Yes, out of school"
"454","EC151Q04WC","Acquired skills: How to prepare for a job interview. No, never"
"455","EC151Q05WA","Acquired skills: How to find information on student financing (e.g. student loans or grants). Yes, at school"
"456","EC151Q05WB","Acquired skills: How to find information on student financing (e.g. student loans or grants). Yes, out of school"
"457","EC151Q05WC","Acquired skills: How to find information on student financing (e.g. student loans or grants). No, never"
"458","EC152Q01HA","What do you think you will be doing 5 years from now?"
"459","EC153Q01HA","Importance for decisions about future occupation: My parents' or guardians' expectations about my occupation"
"460","EC153Q02HA","Importance for decisions about future occupation: The plans my close friends have for their future"
"461","EC153Q03HA","Importance for decisions about future occupation: My school grades"
"462","EC153Q04HA","Importance for decisions about future occupation: The school subjects I am good at"
"463","EC153Q05HA","Importance for decisions about future occupation: My special talents"
"464","EC153Q06HA","Importance for decisions about future occupation: My hobbies"
"465","EC153Q07HA","Importance for decisions about future occupation: The social status of the occupation I want"
"466","EC153Q08HA","Importance for decisions about future occupation: Financial support for education or training"
"467","EC153Q09HA","Importance for decisions about future occupation: Education or training options for the occupation I want"
"468","EC153Q10HA","Importance for decisions about future occupation: Employment opportunities for the occupation I want"
"469","EC153Q11HA","Importance for decisions about future occupation: The expected salary of the occupation I want"
"470","EC160Q01HA","If you had the opportunity to participate in a student exchange programme [...], would you like to take part?"
"471","EC158Q01HA","On the most recent day you attended school, how long did you study in the morning before going to school? Hours"
"472","EC158Q02HA","On the most recent day you attended school, how long did you study in the morning before going to school? Minutes"
"473","EC159Q01HA","On the most recent day you attended school, how long did you study after leaving school? Hours"
"474","EC159Q02HA","On the most recent day you attended school, how long did you study after leaving school? Minutes"
"475","EC163Q01HA","Why did you study before or after school? I was interested in the content."
"476","EC163Q02HA","Why did you study before or after school? We have a test coming up soon."
"477","EC163Q03HA","Why did you study before or after school? My parents think studying is important."
"478","EC163Q04HA","Why did you study before or after school? I had a homework assignment."
"479","EC163Q05HA","Why did you study before or after school? All my classmates study before or after school."
"480","EC163Q06HA","Why did you study before or after school? I always study."
"481","EC163Q07HA","Why did you study before or after school? Other reason."
"482","EC162Q01HA","Why didn't you study before or after school? I had no time to study."
"483","EC162Q02HA","Why didn't you study before or after school? I was not interested in the content."
"484","EC162Q03HA","Why didn't you study before or after school? There is no test coming up soon."
"485","EC162Q04HA","Why didn't you study before or after school? Nobody told me I have to study."
"486","EC162Q05HA","Why didn't you study before or after school? I had no homework assignment."
"487","EC162Q06HA","Why didn't you study before or after school? None of my classmates study before or after school."
"488","EC162Q07HA","Why didn't you study before or after school? I never study."
"489","EC162Q08HA","Why didn't you study before or after school? Other reason."
"490","EC154Q01IA","Do you currently attend additional instruction? [Enrichment lessons] in [Test language]"
"491","EC154Q02IA","Do you currently attend additional instruction? [Enrichment lessons] in mathematics"
"492","EC154Q03IA","Do you currently attend additional instruction? [Enrichment lessons] in [science]"
"493","EC154Q04HA","Do you currently attend additional instruction? [Enrichment lessons] in foreign language"
"494","EC154Q05IA","Do you currently attend additional instruction? [Remedial lessons] in [Test language]"
"495","EC154Q06IA","Do you currently attend additional instruction? [Remedial lessons] in mathematics"
"496","EC154Q07IA","Do you currently attend additional instruction? [Remedial lessons] in [science]"
"497","EC154Q08HA","Do you currently attend additional instruction? [Remedial lessons] in foreign language"
"498","EC154Q09IA","Do you currently attend additional instruction? Lessons to improve your [study skills]"
"499","EC012Q01NA","Why do you attend additional instruction in <test language> this school year? I want to learn more."
"500","EC012Q02NA","Why do you attend additional instruction in <test language> this school year? I want to prepare for exams."
"501","EC012Q04NA","Why do you attend additional instruction in <test language> this school year? My parents wanted me to attend."
"502","EC012Q06NA","Why do you attend additional instruction in <test language> this school year? My teachers recommend it."
"503","EC012Q07NA","Why do you attend additional instruction in <test language> this school year? I want to improve my grades."
"504","EC012Q08NA","Why do you attend additional instruction in <test language> this school year? I need to improve my grades."
"505","EC012Q13HA","Why do you attend additional instruction in [Test language] this school year? It was helpful for me in the past."
"506","EC012Q12NA","Why do you attend additional instruction in <test language> this school year? Other reason."
"507","EC155Q01DA","How often do the following people work with you on your schoolwork? Your mother"
"508","EC155Q02DA","How often do the following people work with you on your schoolwork? Your father"
"509","EC155Q03DA","How often do the following people work with you on your schoolwork? Your brothers and sisters"
"510","EC155Q04HA","How often do the following people work with you on your schoolwork? Other relatives"
"511","EC155Q05HA","How often do the following people work with you on your schoolwork? Other person"
"512","WB150Q01HA","How is your health?"
"513","WB151Q01HA","How much do you weigh? (kilograms)"
"514","WB152Q01HA","How tall are you? (centimeters)"
"515","WB153Q01HA","Agree: I like my look just the way it is."
"516","WB153Q02HA","Agree: I consider myself to be attractive."
"517","WB153Q03HA","Agree: I am not concerned about my weight."
"518","WB153Q04HA","Agree: I like my body."
"519","WB153Q05HA","Agree: I like the way my clothes fit me."
"520","WB154Q01HA","In the past six months, how often have you had the following? Headache"
"521","WB154Q02HA","In the past six months, how often have you had the following? Stomach pain"
"522","WB154Q03HA","In the past six months, how often have you had the following? Back pain"
"523","WB154Q04HA","In the past six months, how often have you had the following? Feeling depressed"
"524","WB154Q05HA","In the past six months, how often have you had the following? Irritability or bad temper"
"525","WB154Q06HA","In the past six months, how often have you had the following? Feeling nervous"
"526","WB154Q07HA","In the past six months, how often have you had the following? Difficulties in getting to sleep"
"527","WB154Q08HA","In the past six months, how often have you had the following? Feeling dizzy"
"528","WB154Q09HA","In the past six months, how often have you had the following? Feeling anxious"
"529","WB155Q01HA","How satisfied are you with each of the following? Your health"
"530","WB155Q02HA","How satisfied are you with each of the following? The way that you look"
"531","WB155Q03HA","How satisfied are you with each of the following? What you learn at school"
"532","WB155Q04HA","How satisfied are you with each of the following? The friends you have"
"533","WB155Q05HA","How satisfied are you with each of the following? The neighbourhood you live in"
"534","WB155Q06HA","How satisfied are you with each of the following? All the things you have"
"535","WB155Q07HA","How satisfied are you with each of the following? How you use your time"
"536","WB155Q08HA","How satisfied are you with each of the following? Your relationship with your parents/guardians"
"537","WB155Q09HA","How satisfied are you with each of the following? Your relationship with your teachers"
"538","WB155Q10HA","How satisfied are you with each of the following? Your life at school"
"539","WB156Q01HA","At present, how many close friends do you have?"
"540","WB158Q01HA","How many days a week do you usually spend time with your friends right after school?"
"541","WB160Q01HA","How often do you talk to your friends on the phone, send them text messages or have contact through social media?"
"542","WB161Q01HA","Are your friends well accepted by your parents or guardians?"
"543","WB162Q01HA","How easy is it for you to talk to the following people about things that really bother you? Your father"
"544","WB162Q02HA","How easy is it for you to talk to the following people about things that really bother you? Your mother's partner"
"545","WB162Q03HA","How easy is it for you to talk to the following people about things that really bother you? Your mother"
"546","WB162Q04HA","How easy is it for you to talk to the following people about things that really bother you? Your father's partner"
"547","WB162Q05HA","How easy is it for you to talk to the following people about things that really bother you? Your brother(s)"
"548","WB162Q06HA","How easy is it for you to talk to the following people about things that really bother you? Your sister(s)"
"549","WB162Q07HA","How easy is it for you to talk to the following people about things that really bother you? Your close friend(s)"
"550","WB162Q08HA","How easy is it for you to talk to the following people about things that really bother you? Your teachers"
"551","WB162Q09HA","How easy is it for you to talk to the following people about things that really bother you? Other family members"
"552","WB163Q01HA","Thinking about your parents or guardians, how often do they: Help me as much as I need"
"553","WB163Q02HA","Thinking about your parents or guardians, how often do they: Let me do the things I like doing"
"554","WB163Q03HA","Thinking about your parents or guardians, how often do they: Show that they care"
"555","WB163Q04HA","Thinking about your parents or guardians, how often do they: Try to understand my problems and worries"
"556","WB163Q05HA","Thinking about your parents or guardians, how often do they: Encourage me to make my own decisions"
"557","WB163Q06HA","Thinking about your parents or guardians, how often do they: Try to control everything I do"
"558","WB163Q07HA","Thinking about your parents or guardians, how often do they: Treat me like a baby"
"559","WB163Q08HA","Thinking about your parents or guardians, how often do they: Make me feel better when I am upset"
"560","WB164Q01HA","How often do you worry about how much money your family has?"
"561","WB165Q01HA","When was the last time you attended a mathematics class at school?"
"562","WB166Q01HA","How did you feel the last time you attended a mathematics class at school? Bored"
"563","WB166Q02HA","How did you feel the last time you attended a mathematics class at school? Challenged"
"564","WB166Q03HA","How did you feel the last time you attended a mathematics class at school? Nervous or tense"
"565","WB166Q04HA","How did you feel the last time you attended a mathematics class at school? Motivated or inspired"
"566","WB167Q01HA","When was the last time you attended a [test language lesson] at school?"
"567","WB168Q01HA","How did you feel the last time you attended a [test language lesson] at school? Bored"
"568","WB168Q02HA","How did you feel the last time you attended a [test language lesson] at school? Challenged"
"569","WB168Q03HA","How did you feel the last time you attended a [test language lesson] at school? Nervous or tense"
"570","WB168Q04HA","How did you feel the last time you attended a [test language lesson] at school? Motivated or inspired"
"571","WB171Q01HA","Now think of the last time you had a break between classes at school. How did you feel? Happy"
"572","WB171Q02HA","Now think of the last time you had a break between classes at school. How did you feel? Lonely"
"573","WB171Q03HA","Now think of the last time you had a break between classes at school. How did you feel? Nervous or tense"
"574","WB171Q04HA","Now think of the last time you had a break between classes at school. How did you feel? Full of energy"
"575","WB172Q01HA","When was the last time you spent time outside your home with your friends?"
"576","WB173Q01HA","How did you feel the last time you spent time outside your home with your friends? Bored"
"577","WB173Q02HA","How did you feel the last time you spent time outside your home with your friends? Happy"
"578","WB173Q03HA","How did you feel the last time you spent time outside your home with your friends? Nervous or tense"
"579","WB173Q04HA","How did you feel the last time you spent time outside your home with your friends? Full of energy"
"580","WB176Q01HA","When was the very last time you did your homework/studied for school?"
"581","WB177Q01HA","How did you feel the last time you did your homework/studied for school? Bored"
"582","WB177Q02HA","How did you feel the last time you did your homework/studied for school? Challenged"
"583","WB177Q03HA","How did you feel the last time you did your homework/studied for school? Nervous or tense"
"584","WB177Q04HA","How did you feel the last time you did your homework/studied for school? Motivated or inspired"
"585","WB032Q01NA","Outside of school, during the past 7 days, on how many days did you engage in: Moderate physical activities [...]"
"586","WB032Q02NA","Outside of school, during the past 7 days, on how many days did you engage in: Vigorous physical activities [...]"
"587","WB031Q01NA","This school year, on average, on how many days do you attend physical education classes each week?"
"588","WB178Q01HA","The following questions refer to your day yesterday: Overall, did you feel that you accomplished something yesterday?"
"589","WB178Q02HA","The following questions refer to your day yesterday: Were you treated with respect all day yesterday?"
"590","WB178Q03HA","The following questions refer to your day yesterday: Did you smile or laugh a lot yesterday?"
"591","WB178Q04HA","The following questions refer to your day yesterday: Did you learn or do something interesting yesterday?"
"592","WB178Q05HA","The following questions refer to your day yesterday: Did you have enough energy to get things done yesterday?"
"593","WB178Q06HA","The following questions refer to your day yesterday: Overall, are you satisfied with how you spent your time yesterday?"
"594","WB178Q07HA","The following questions refer to your day yesterday: Was yesterday a typical day?"
"595","FL150Q01TA","Learned how to manage your money in a course: At school, in a subject or course specifically about managing your money"
"596","FL150Q02TA","Learned how to manage your money in a course: At school as part of another subject or course"
"597","FL150Q03TA","Learned how to manage your money in a course: In an activity outside school"
"598","FL151Q01HA","Text books used in the last 12 months: Have you had a specific text book on money matters?"
"599","FL151Q02HA","Text books used in the last 12 months: Have you had a text book on some other subject that discusses money matters?"
"600","FL164Q01HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Interest payment"
"601","FL164Q02HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Compound interest"
"602","FL164Q03HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Exchange rate"
"603","FL164Q04HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Depreciation"
"604","FL164Q05HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Shares/stocks"
"605","FL164Q06HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Return on investment"
"606","FL164Q07HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Dividend"
"607","FL164Q08HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Diversification"
"608","FL164Q09HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Debit card"
"609","FL164Q10HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Bank loan"
"610","FL164Q11HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Pension plan"
"611","FL164Q12HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Budget"
"612","FL164Q13HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Wage"
"613","FL164Q14HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Entrepreneur"
"614","FL164Q15HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Central bank"
"615","FL164Q16HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Income tax"
"616","FL164Q17HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Credit default swap"
"617","FL164Q18HA","School lessons in the last 12 months, have you heard of, or learnt about, the following term: Call option"
"618","FL165Q01HA","Encountered types of problems about money matters: During your mathematics class"
"619","FL165Q02HA","Encountered types of problems about money matters: During another class"
"620","FL165Q03HA","Encountered types of problems about money matters: During [...] school time from an outside visitor [...]"
"621","FL165Q04HA","Encountered types of problems about money matters: During extra-curricular activity outside of school time"
"622","FL166Q01HA","Encountered in a school lesson in the last 12 months: Describing the purpose and uses of money"
"623","FL166Q02HA","Encountered in a school lesson in the last 12 months: Exploring the difference between spending money on needs and wants"
"624","FL166Q03HA","Encountered in a school lesson in the last 12 months: Exploring ways of planning to pay an expense"
"625","FL166Q05HA","Encountered in a school lesson in the last 12 months: Discussing the rights of consumers when dealing with [...]"
"626","FL166Q06HA","Encountered in a school lesson in the last 12 months: Discussing the ways in which money invested in the stock [...]"
"627","FL166Q07HA","Encountered in a school lesson in the last 12 months: Analysing advertisements to understand how they encourage [...]"
"628","FL153Q01HA","Get information about money matters (spending, saving, banking, investment): Parents/guardians or other adult relations"
"629","FL153Q02HA","Get information about money matters (spending, saving, banking, investment): Friends"
"630","FL153Q03HA","Get information about money matters (spending, saving, banking, investment): Television or radio"
"631","FL153Q04HA","Get information about money matters (spending, saving, banking, investment): The Internet"
"632","FL153Q05HA","Get information about money matters (spending, saving, banking, investment): Magazines"
"633","FL153Q06HA","Get information about money matters (spending, saving, banking, investment): Teachers"
"634","FL167Q01HA","Discuss the following with your parents (or guardians or relatives): Your spending decisions"
"635","FL167Q02HA","Discuss the following with your parents (or guardians or relatives): Your savings decisions"
"636","FL167Q03HA","Discuss the following with your parents (or guardians or relatives): The family budget"
"637","FL167Q04HA","Discuss the following with your parents (or guardians or relatives): Money for things you want to buy"
"638","FL167Q05HA","Discuss the following with your parents (or guardians or relatives): News related to economics or finance"
"639","FL156Q01TA","Do you get money from any of these sources? An allowance or pocket money for regularly doing chores at home"
"640","FL156Q02TA","Do you get money from any of these sources? An allowance or pocket money, without having to do any chores"
"641","FL156Q03TA","Do you get money from any of these sources? Working outside school hours (e.g. a holiday job, part-time work)"
"642","FL156Q04TA","Do you get money from any of these sources? Working in a family business"
"643","FL156Q05TA","Do you get money from any of these sources? Occasional informal jobs (e.g. baby-sitting or gardening)"
"644","FL156Q06TA","Do you get money from any of these sources? Gifts from friends or relatives"
"645","FL156Q07HA","Do you get money from any of these sources? Selling things (e.g. at local markets or on [eBay])"
"646","FL159Q01HA","Agree: I can decide independently what to spend my money on."
"647","FL159Q02HA","Agree: I can spend small amounts of my money independently, but for larger amounts I need to ask my parents or [...]"
"648","FL159Q03HA","Agree: I need to ask my parents or guardians for permission before I spend any money on my own."
"649","FL159Q04HA","Agree: I am responsible for my own money matters (e.g. for preventing theft)."
"650","FL160Q01HA","Think about buying a new product from your allowance: Compare prices in different shops"
"651","FL160Q02HA","Think about buying a new product from your allowance: Compare prices between a shop and an online shop"
"652","FL160Q03HA","Think about buying a new product from your allowance: Buy the product without comparing prices"
"653","FL160Q04HA","Think about buying a new product from your allowance: Wait until the product gets cheaper before buying it"
"654","FL161Q01HA","Do you have any of the following things? An account with a [bank, building society, post office or credit union]"
"655","FL161Q02HA","Do you have any of the following things? A payment card/debit card"
"656","FL161Q03HA","Do you have any of the following things? A mobile app to access your account"
"657","FL162Q01HA","Confidence about doing the following: Making a money transfer (e.g. paying a bill)"
"658","FL162Q02HA","Confidence about doing the following: Filling in forms at the bank"
"659","FL162Q03HA","Confidence about doing the following: Understanding bank statements"
"660","FL162Q04HA","Confidence about doing the following: Understanding a sales contract"
"661","FL162Q05HA","Confidence about doing the following: Keeping track of my account balance"
"662","FL162Q06HA","Confidence about doing the following: Planning my spending with consideration of my current financial situation"
"663","FL163Q01HA","Confidence using digital or electronic devices outside of bank: Transferring money"
"664","FL163Q02HA","Confidence using digital or electronic devices outside of bank: Keeping track of my balance"
"665","FL163Q03HA","Confidence using digital or electronic devices outside of bank: Paying with a debit card instead of using cash"
"666","FL163Q04HA","Confidence using digital or electronic devices outside of bank: Paying with a mobile device [...] instead of using cash"
"667","FL163Q05HA","Confidence using digital or electronic devices outside of bank: Ensuring the safety of sensitive information when [...]"
"668","FL168Q01HA","In the last 12 months: Checked that you were given the right change when you bought something"
"669","FL168Q02HA","In the last 12 months: Talked to someone about the job you would like to do when you finish your education"
"670","FL168Q03HA","In the last 12 months: Complained that you did not have enough money for something you wanted to buy"
"671","FL168Q04HA","In the last 12 months: Bought something online (alone or with a family member)"
"672","FL168Q05HA","In the last 12 months: Undertook voluntary work"
"673","FL168Q06HA","In the last 12 months: Made a payment using a mobile phone"
"674","FL168Q07HA","In the last 12 months: Bought something that cost more money than you intended to spend"
"675","FL168Q08HA","In the last 12 months: Checked how much money you have"
"676","FL169Q01HA","Agree: I enjoy talking about money matters."
"677","FL169Q02HA","Agree: Young people should make their own decisions about how to spend their money."
"678","FL169Q03HA","Agree: Money matters are not relevant for me right now."
"679","FL169Q04HA","Agree: I would like to run my own business in the future."
"680","PA001Q01TA","Who will complete this questionnaire? Mother or other female guardian"
"681","PA001Q02TA","Who will complete this questionnaire? Father or other male guardian"
"682","PA001Q03TA","Who will complete this questionnaire? Other"
"683","PA003Q01TA","Activities with your child, how often: Discuss how well my child is doing at school"
"684","PA003Q02TA","Activities with your child, how often: Eat <the main meal> with my child around a table"
"685","PA003Q03TA","Activities with your child, how often: Spend time just talking to my child"
"686","PA003Q04HA","Activities with your child, how often: Help my child with his/her reading and writing homework"
"687","PA003Q05IA","Activities with your child, how often: Discuss political or social issues"
"688","PA003Q06IA","Activities with your child, how often: Go to a bookstore or library with my child"
"689","PA003Q07IA","Activities with your child, how often: Talk with my child about what he/she is reading on his/her own"
"690","PA154Q01IA","When child attended the first year of <ISCED 1>, how often: Read books"
"691","PA154Q02IA","When child attended the first year of <ISCED 1>, how often: Tell stories"
"692","PA154Q03IA","When child attended the first year of <ISCED 1>, how often: Sing songs"
"693","PA154Q04IA","When child attended the first year of <ISCED 1>, how often: Play with alphabet toys [...]"
"694","PA154Q05IA","When child attended the first year of <ISCED 1>, how often: Talk about things you had done"
"695","PA154Q06IA","When child attended the first year of <ISCED 1>, how often: Talk about what you had read"
"696","PA154Q07IA","When child attended the first year of <ISCED 1>, how often: Play word games"
"697","PA154Q08IA","When child attended the first year of <ISCED 1>, how often: Write letters or words"
"698","PA154Q09IA","When child attended the first year of <ISCED 1>, how often: Read aloud signs and labels"
"699","PA154Q10HA","When child attended the first year of <ISCED 1>, how often: Say counting rhymes or sing counting songs"
"700","PA155Q01IA","In what language did most of the activities in the previous question take place?"
"701","PA156Q01HA","Thinking back to when your child was about 10 years old, how often would he or she read the following? Comic books"
"702","PA156Q02HA","Thinking back to when your child was about 10 years old, how often would he or she read the following? Magazines"
"703","PA156Q03HA","Thinking back to when your child was about 10 years old, how often would he or she read the following? Books"
"704","PA156Q04HA","Thinking back to when your child was about 10 years old, how often would he or she read the following? Newspapers"
"705","PA004Q02NA","Thinking about <the last academic year>: I am supportive of my child's efforts at school and his/her achievements."
"706","PA004Q03NA","Thinking about <the last academic year>: I support my child when he/she is facing difficulties at school."
"707","PA004Q04NA","Thinking about <the last academic year>: I encourage my child to be confident."
"708","PA008Q01TA","<the last academic year>: Discussed my child's behaviour with a teacher on my own initiative."
"709","PA008Q02TA","<the last academic year>: Discussed my child's behaviour on the initiative of one of his/her teachers."
"710","PA008Q03TA","<the last academic year>: Discussed my child's progress with a teacher on my own initiative."
"711","PA008Q04TA","<the last academic year>: Discussed my child's progress on the initiative of one of their teachers."
"712","PA008Q05TA","<the last academic year>: Participated in local school government, e.g. parent council or school management committee."
"713","PA008Q06NA","<the last academic year>: Volunteered in physical or extra-curricular activities [...]"
"714","PA008Q07NA","<the last academic year>: Volunteered to support school activities [...]"
"715","PA008Q08NA","<the last academic year>: Attended a scheduled meeting or conferences for parents."
"716","PA008Q09NA","<the last academic year>: Talked about how to support learning at home and homework with my child's teachers."
"717","PA008Q10NA","<the last academic year>: Exchanged ideas on parenting [...] or the child's development with my child's teachers."
"718","PA009Q01NA","<the last academic year>, participation hindered: The meeting times were inconvenient."
"719","PA009Q02NA","<the last academic year>, participation hindered: I was not able to get off from work."
"720","PA009Q03NA","<the last academic year>, participation hindered: I had no one to take care of my child/ children."
"721","PA009Q04NA","<the last academic year>, participation hindered: The way to school is unsafe."
"722","PA009Q05NA","<the last academic year>, participation hindered: I had problems with transportation."
"723","PA009Q06NA","<the last academic year>, participation hindered: I felt unwelcome at my child's school."
"724","PA009Q07NA","<the last academic year>, participation hindered: I feel generally awkward in a school."
"725","PA009Q08NA","<the last academic year>, participation hindered: My <language skills> were not sufficient."
"726","PA009Q09NA","<the last academic year>, participation hindered: I think participation is not relevant for my child's development."
"727","PA009Q10NA","<the last academic year>, participation hindered: I do not know how I could participate in school activities."
"728","PA009Q11NA","<the last academic year>, participation hindered: My child does not want me to participate."
"729","PA007Q01TA","Agree: Most of my child's school teachers seem competent and dedicated."
"730","PA007Q02TA","Agree: Standards of achievement are high in my child's school."
"731","PA007Q03TA","Agree: I am happy with the content taught and the instructional methods used in my child's school."
"732","PA007Q04TA","Agree: I am satisfied with the disciplinary atmosphere in my child's school."
